"id","userId","searchDate","cameraCount","reason"
"5869ce7e-98f2-47e7-a3c2-5e6bff4def4a","587e52c3-e5b1-494d-bc15-943a853a26f5","2025-06-18 00:02:04.789",2510,"investigation"
"9b29b2b1-b9ff-4802-9a3b-815a75f1b26e","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-18 00:09:13.397",2510,"investigative+"
"31791949-fed8-4136-b1bc-31d2feae7c48","6c18e8b0-e81e-49a1-82bc-a96e328d3f45","2025-06-18 00:10:51.201",94,"investigation"
"88b74b13-dedd-494c-aa89-e57bab518f62","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-18 00:16:14.084",94,"Investigative"
"b86fd70d-2c89-4d81-9a44-1b141115094f","b1f87394-cc16-4b82-aa24-f1ec21349db6","2025-06-18 00:20:58.618",94,"Investigation"
"43b613b2-618c-431c-8561-422be632c47b","b78d3907-8321-425a-86bd-0b784f952c40","2025-06-18 00:36:53.902",2510,"investigation"
"d59727ea-d16e-474e-9446-533227d13a93","6c18e8b0-e81e-49a1-82bc-a96e328d3f45","2025-06-18 02:09:55.465",94,"investigation"
"2905f3a2-134e-427d-bbf2-97c073ad5f25","6c18e8b0-e81e-49a1-82bc-a96e328d3f45","2025-06-18 03:44:19.811",94,"investigation"
"72d45235-4544-421f-aee5-454a341d0011","587e52c3-e5b1-494d-bc15-943a853a26f5","2025-06-18 04:44:25.928",94,"investigation"
"965586f7-7121-4e77-a632-a31327bae47c","6b0aa832-6957-48b8-9d5b-436290c94808","2025-06-18 04:57:40.908",2510,"investigation"
"11461f5e-5495-439f-b7ad-bb4ac22e42ff","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-18 05:03:09.422",94,"Investigative"
"796e512c-7f28-4b3c-b03c-993b6ec344dd","a6541d71-3122-472e-819b-657ca6ebe92f","2025-06-18 05:19:09.343",94,"CFS"
"1740a5bd-afce-4ad4-af49-25dcc897e4e5","61726e3d-f533-4661-9591-6dd24683a822","2025-06-18 05:27:36.976",2510,"investigation"
"3e353ddf-1b3b-477d-b723-d0b29f203b2c","a6541d71-3122-472e-819b-657ca6ebe92f","2025-06-18 05:31:08.777",94,"INVESTIGATIVE"
"d7d04799-49fa-427f-8b4d-81829490bc6a","61726e3d-f533-4661-9591-6dd24683a822","2025-06-18 06:06:50.747",60,"investigation"
"8f4051f5-eb7e-4e9c-906b-bdc9e9b5f3e1","a6541d71-3122-472e-819b-657ca6ebe92f","2025-06-18 06:50:31.979",94,"INVESTIGATIVE"
"5297c37b-c193-4ef0-96d6-6be5e7c313c7","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-18 08:13:11.520",94,"Investigative"
"3bbb6e80-4d49-461f-876b-2f526caa7c02","6b0aa832-6957-48b8-9d5b-436290c94808","2025-06-18 08:49:05.181",2510,"investigation"
"fc04a8fd-1472-4ffe-b5e8-946abb34dd39","c2f04472-d7d7-4f0b-8995-efc1f9396efe","2025-06-18 08:49:19.368",2510,"Investigation"
"6979913b-6b28-484d-80dc-14d9f0012fd2","61726e3d-f533-4661-9591-6dd24683a822","2025-06-18 08:50:22.542",60,"investigation"
"3e2b1146-9817-4022-9db1-00f2719b3955","47b76ecc-896c-4cad-a8c5-bba4aae73c99","2025-06-18 08:51:26.191",2510,"INVESTIGATIVE"
"478cba6a-4473-443d-b4fd-02bd9b3bdc01","61726e3d-f533-4661-9591-6dd24683a822","2025-06-18 08:52:23.048",2510,"Daytime search for best result"
"43b92d82-b4c6-40fd-9710-4c57d873651d","13433ee4-19df-410d-9bc8-c3b1cf58c0d1","2025-06-18 08:52:57.857",94,"investigation"
"ef07246c-1fd0-4899-bac2-57d3b723a9fb","47b76ecc-896c-4cad-a8c5-bba4aae73c99","2025-06-18 08:56:31.247",2510,"Daytime search for best result"
"59e1cfeb-877d-4358-8d0d-2cbf74fcc971","7ada439a-a067-4748-839f-c7840e8062b8","2025-06-18 08:57:04.112",2510,"investigation"
"f0bceaa8-56cf-434b-b5a1-2428b10ef447","7ada439a-a067-4748-839f-c7840e8062b8","2025-06-18 08:59:45.172",2510,"Daytime search for best result"
"32652764-0d12-47b9-8736-a3cbda3b8c51","47b76ecc-896c-4cad-a8c5-bba4aae73c99","2025-06-18 09:00:15.298",1,"INVESTIGATIVE"
"3cb4435c-45a7-4a83-888f-4d37b95b8abd","61726e3d-f533-4661-9591-6dd24683a822","2025-06-18 09:01:49.698",94,"investigation"
"4c82f062-3eda-4404-868c-5d69d7caf544","c2f04472-d7d7-4f0b-8995-efc1f9396efe","2025-06-18 09:07:17.646",94,"Investigation"
"f6ecc153-88ff-41d7-9f49-39527e930a4d","33bc4c86-f5b0-4eca-9ad8-44ab35f10d20","2025-06-18 09:11:51.580",1,"Investigation"
"f7e07f1c-34f6-4c61-915a-ffb1162fa9f2","47b76ecc-896c-4cad-a8c5-bba4aae73c99","2025-06-18 09:36:10.866",2510,"INVESTIGATION"
"2a8538df-09ec-4e14-bed6-3f5542befdef","0bd66644-3b01-4af9-92f2-ccaaf5a2b7a8","2025-06-18 12:48:02.047",94,"investigation+"
"d4d85b62-cd5e-4e59-a65c-b819baddeccd","a0ad60d2-b484-4f29-b48d-6960037a7543","2025-06-18 14:10:09.289",94,"investigation"
"4fb975e6-ad92-489c-84c3-ebc0d885d616","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 14:13:44.459",94,"Investigation"
"6e0e1e8b-c766-4ffb-89c3-bf6baf5d661a","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 14:20:09.502",94,"investigation"
"1d26e1a0-d42e-48e0-90c3-83f646c9a832","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 14:22:49.317",2510,"Stolen Vehicle"
"8f1264d1-e962-4c7b-9c23-519d054d0d6f","fe88a3bb-c53c-41b6-8ca5-74c4024c8087","2025-06-18 14:31:18.006",94,"Criminal Investigation"
"0bb089f5-f847-4a7a-8771-9c9957c701d3","c1c8db71-0a41-43b2-99a3-d20574d5cae6","2025-06-18 14:39:46.163",2510,"investigation"
"f63fcc31-febc-4162-9eda-e193c3af4554","faa06b93-61c0-4af3-8720-177318d886c7","2025-06-18 14:50:59.367",94,"589hpm"
"d1e54eea-5c61-47ce-82f7-15b592f9e911","faa06b93-61c0-4af3-8720-177318d886c7","2025-06-18 14:51:34.445",94,"investigation"
"6b897c58-9e81-49c4-b3b1-6cbdf3f788f5","c1c8db71-0a41-43b2-99a3-d20574d5cae6","2025-06-18 14:51:55.005",2510,"inv"
"4f5c430d-f400-426f-940b-a3f2f046fc3f","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 14:57:15.110",2510,"inv"
"7bb0c101-0809-4b7a-85b6-6390d75f808e","c1c8db71-0a41-43b2-99a3-d20574d5cae6","2025-06-18 15:00:17.871",2510,"investigation"
"f8c7b91f-f120-4830-9a63-3893413fb18c","7e478361-4995-42a4-b4f8-990fd72793fe","2025-06-18 15:00:51.246",94,"criminal investigation"
"d6a98eed-503e-40a2-9533-59eefd03db62","7e478361-4995-42a4-b4f8-990fd72793fe","2025-06-18 15:01:36.160",94,"Investigation"
"68a2bb31-ef92-44f2-a041-d969b98fb17d","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 15:03:50.753",94,"inv"
"79abf8c6-9260-4634-809c-29d5c7c2cbd6","89c432c6-5892-4c96-8f27-56e85915877b","2025-06-18 15:07:47.661",94,"investigation"
"02f09890-805a-442c-9a1c-6f3a5a0d71ab","e131c74b-f569-4ffc-a92c-1e48d2fd3547","2025-06-18 15:13:44.930",94,"misper"
"16aca359-7694-4b1b-bc13-895655d5e187","066c1e1d-204c-4eeb-954a-a1a50f9761a7","2025-06-18 15:19:26.807",94,"investigative"
"e5077ed2-c9c5-4c45-957e-4682d5e0a70e","a0ad60d2-b484-4f29-b48d-6960037a7543","2025-06-18 15:26:07.250",94,"investigation"
"a273eb6d-4a2d-4075-ae3f-2c3b45db3ffa","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-18 15:35:17.687",2510,"INVESTIGATION"
"bdb8d9ad-4641-421f-94dd-4484cede5d1e","9990f284-43bf-4dad-99bd-080b7c526bca","2025-06-18 15:41:10.651",94,"investigation"
"a3b3c7a0-04a9-4070-abb4-f27ef2bdd645","faa06b93-61c0-4af3-8720-177318d886c7","2025-06-18 15:52:16.761",94,"investigation"
"c817ccdf-cf1d-4fdf-9660-e745b1f42197","9990f284-43bf-4dad-99bd-080b7c526bca","2025-06-18 16:00:00.688",94,"investigation"
"540c3151-7a62-4a84-aa8c-5e130cb3da73","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-18 16:19:56.943",84815,"INVESTIGATION"
"96e7f55d-86ee-4083-b39d-c21ce7461840","071266d9-d9f0-44cb-8e13-47fad359bb9a","2025-06-18 16:22:44.362",94,"Investigation"
"60f43342-da20-4b5c-babb-af136ea7f96a","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-18 16:23:48.057",84821,"inv"
"1a5a5104-1d25-4574-b382-4eed5757e25d","5a867e0e-f6bf-436a-8a87-57eb99da1f4b","2025-06-18 16:28:54.017",2510,"BURG"
"929d0f02-5777-42a7-81b1-757fb5918183","9990f284-43bf-4dad-99bd-080b7c526bca","2025-06-18 16:29:51.434",78,"investigatin"
"06dec748-2127-4225-8ee7-eeb0680ec609","e0ffa216-34ac-439e-a73d-58ba4e8c2162","2025-06-18 16:43:02.907",94,"Investigation"
"bdfaa6dd-9ac8-4f1f-ba0c-17ba30a2f792","071266d9-d9f0-44cb-8e13-47fad359bb9a","2025-06-18 17:03:34.981",2510,"Investigation"
"e64e99a1-ff2d-4792-9750-a0dc2335fe0c","071266d9-d9f0-44cb-8e13-47fad359bb9a","2025-06-18 17:07:29.558",2510,"Daytime search for best result"
"d049a4ef-92cb-4b44-8d59-4f947a9bdadf","ca1b243d-cc3c-45cd-ab33-1107c2402f77","2025-06-18 17:33:43.670",77,"Investigation"
"1ad002da-50cf-44b4-a99f-a6d852aa6ab6","ca1b243d-cc3c-45cd-ab33-1107c2402f77","2025-06-18 17:34:26.500",2510,"Daytime search for best result"
"2681dbdb-4e24-4108-bbc9-c4c6f137f237","cdae4bfe-f180-413f-9b71-00be0f55716a","2025-06-18 19:12:14.823",94,"Investigation"
"0eeeb635-ad68-43e8-b04c-7a8a9b100b32","14575771-5a1a-458d-a2d9-b43b9a1e93bf","2025-06-18 19:14:57.924",94,"INVESTIGATION"
"5e94122b-3e18-411c-abfb-dcb6552de056","cdae4bfe-f180-413f-9b71-00be0f55716a","2025-06-18 19:17:51.427",507,"Other image search from alerts page associated with Alert: INVESTIGATION 391NCQ - 2025-06-18T19:17:43.792Z"
"d6edf8ad-92dc-40a4-ba1b-303a3856d0df","46532411-116c-4626-a156-8f311976c8b9","2025-06-18 19:20:22.162",137,"INVESTIGATION"
"6462e25c-5652-4986-ac68-b2f769765d37","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-18 19:31:11.988",84871,"INVESTIGATIONS"
"3803f441-ddcb-4112-bdd8-1ce32804fed8","63a53ba3-8d74-4979-b4bd-042da560ddc6","2025-06-18 20:08:03.033",94,"Investigative"
"6e24e4df-7fdd-4845-8552-aac4db94de1f","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-18 20:13:38.174",84886,"INVESTIGATION"
"fa442584-033b-41be-a178-cb552866f546","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-18 20:19:31.298",94,"INVESTIGATIONS"
"fd84575c-b5ee-4a56-a836-a8b0b1b65c09","66b8083f-11ad-424f-bed2-1c8a08f1e15a","2025-06-18 20:23:38.884",84880,"Investigation"
"7a0361b6-0c22-45e6-8a29-d8b4e19e61d9","89c432c6-5892-4c96-8f27-56e85915877b","2025-06-18 21:00:19.395",94,"investigation"
"d8bcb2d0-23ce-4086-853c-2ba288ffeec8","63a53ba3-8d74-4979-b4bd-042da560ddc6","2025-06-18 21:06:11.949",94,"Investigative"
"b241d633-f96c-4584-9f4f-6888585f3952","e0ffa216-34ac-439e-a73d-58ba4e8c2162","2025-06-18 21:06:32.675",2514,"Investigation"
"025e488b-ec4e-44e8-b5dc-11ee111e93a9","14575771-5a1a-458d-a2d9-b43b9a1e93bf","2025-06-18 21:27:15.830",94,"investigation"
"a16d2845-cc7f-48a1-bdb6-705daebebba4","63a53ba3-8d74-4979-b4bd-042da560ddc6","2025-06-18 22:07:14.171",94,"investigative"
"ea679dbe-177c-4028-9816-90dc0a121d82","90d3866a-6b47-4bdd-aeca-ce5ad08ba9d5","2025-06-18 22:46:43.970",2516,"Investigation"
"c105b4ac-7b58-422b-a745-ffc8ddbd7b2a","5a867e0e-f6bf-436a-8a87-57eb99da1f4b","2025-06-18 23:20:23.714",2516,"CRIM IS"
"47f96431-0fbe-4e3c-a0ba-470cad8bb683","5a867e0e-f6bf-436a-8a87-57eb99da1f4b","2025-06-18 23:20:37.255",2516,"CRIM MIS"
"96235052-2e3f-4955-9692-4206c56d16ee","056ab100-d628-4780-9f3e-c6adf76d8283","2025-06-19 01:27:29.458",94,"investgation"
"7d11dd0c-f040-4ede-8522-2b9dc5c22f75","587e52c3-e5b1-494d-bc15-943a853a26f5","2025-06-19 01:42:51.205",94,"investigation"
"7d6cec52-ba45-4e7f-be89-b3e88c298ed9","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-19 02:20:41.397",94,"investigative+"
"b9da2ab2-02be-4e8f-8e72-626ec41db136","587e52c3-e5b1-494d-bc15-943a853a26f5","2025-06-19 02:28:01.112",94,"investigation"
"2686796c-0603-4a72-826d-1e67c83c3982","99117f69-43cc-45db-90af-6872a99ba113","2025-06-19 03:31:28.660",94,"investigative"
"4d987943-79c3-4de7-b5a6-3b5e44c0ff7f","15fc7bab-e1c2-4869-ad89-3ba831a709c0","2025-06-19 03:43:22.333",94,"investigative+"
"45b24e25-4516-4aba-9c8c-c700cd97703c","587e52c3-e5b1-494d-bc15-943a853a26f5","2025-06-19 04:59:26.240",94,"investigation"
"da385aaf-ee96-423f-ae64-0956307b1b7e","0bd66644-3b01-4af9-92f2-ccaaf5a2b7a8","2025-06-19 07:17:08.526",79,"investigation"
"4d68f0a9-db46-4c50-9b98-5898007294ee","3eb840f1-824c-4a04-883d-2a7307cceabc","2025-06-19 07:43:36.446",2510,"Investigation"
"7ec0e290-1daf-4bb7-8302-31598af2cb32","6231983d-275d-4ecb-bc44-751a37a42de9","2025-06-19 09:08:30.209",94,"Investigation"
"aab2dc1d-4f3e-4bf8-a6f8-411431ecfe78","6231983d-275d-4ecb-bc44-751a37a42de9","2025-06-19 11:20:30.422",94,"Investigation"
"c1c1bb04-1e9a-440c-86d4-7f1ca8a30040","99117f69-43cc-45db-90af-6872a99ba113","2025-06-19 13:15:30.603",94,"investigative"
"d554628f-d0eb-4407-be51-0e76d63653df","99117f69-43cc-45db-90af-6872a99ba113","2025-06-19 13:15:52.308",94,"investigation"
"e40c7ad8-eae2-4546-99a7-285a376535f4","3abf61c1-7fee-4028-ac21-e3a029e1ed5f","2025-06-19 14:26:20.818",94,"inv"
"e441ed8b-a216-4be7-8de2-51ab3b4a4323","e8793363-03f8-4df6-b2b8-4cf830a0acae","2025-06-19 14:34:22.204",94,"UUV"
"1852f0e5-a8c2-41ca-a6e8-6590ce8af4bb","0dcbf4ee-67b0-421f-a1a6-86fbc936a69c","2025-06-19 15:03:33.449",94,"Investigation"
"7bca590b-7d26-4d5d-8a39-dbf0bfce2257","071266d9-d9f0-44cb-8e13-47fad359bb9a","2025-06-19 15:12:51.205",94,"Investigation"
"bfe5443b-6d32-4bf9-999d-ae07b16e20ea","31e383b7-99eb-4ccd-878a-9a8b440f46bc","2025-06-19 15:26:20.745",94,"investigation"
"1768f9bd-7f32-4122-93e3-4d7add5c1627","0098cce9-75ca-4dcf-b5a0-c012a3575941","2025-06-19 15:43:07.461",94,"investigation"
"30f31b49-102b-4394-9d9b-757b94be184c","e0ffa216-34ac-439e-a73d-58ba4e8c2162","2025-06-19 15:45:18.995",2510,"Investigation"
"e6c927af-a52e-41c0-a2eb-5b9b4fcba6d4","9990f284-43bf-4dad-99bd-080b7c526bca","2025-06-19 17:32:32.137",85186,"investigation"
"94eb86c8-7228-402f-aa8b-012123c71edc","369e55fd-ff18-4f88-93d4-c175acb52667","2025-06-19 17:36:54.652",85192,"Investigation"
"864d4f9a-8569-4cc8-8f9c-361b5af50bc3","369e55fd-ff18-4f88-93d4-c175acb52667","2025-06-19 18:13:06.008",85204,"Investigation"
"8e26df4b-da52-47df-9226-31557d1cac01","805ee844-510c-4394-9ce2-c4fcde574425","2025-06-19 19:20:52.242",94,"investigation"
"8ecb3abb-ccdc-4df7-86b1-aa417f20e17b","faa06b93-61c0-4af3-8720-177318d886c7","2025-06-19 19:27:08.574",94,"invest"
"bddfe744-06eb-47ae-8c96-92fff69d46ce","43e39f16-9f8d-49b1-ab11-58a3dbc71ed3","2025-06-19 19:58:42.189",2516,"Investigation"
"7a389ef2-daf6-4a6a-96ce-3c15da5ca430","43e39f16-9f8d-49b1-ab11-58a3dbc71ed3","2025-06-19 20:01:07.861",2516,"Investigation"
"7fa8ff29-6e95-4e98-bde9-52016c01ec8c","369e55fd-ff18-4f88-93d4-c175acb52667","2025-06-19 21:38:57.189",76,"investigation"
"e97504ed-7281-4221-a92f-d84b4b62c6a3","071266d9-d9f0-44cb-8e13-47fad359bb9a","2025-06-19 21:46:53.948",94,"Investigation"
"eef97d67-d84e-43ef-971f-af35b0c1325d","9990f284-43bf-4dad-99bd-080b7c526bca","2025-06-19 21:52:49.526",7,"investigation"
"ad155e61-0958-42da-b57a-0b24add2d5f2","46532411-116c-4626-a156-8f311976c8b9","2025-06-19 22:24:51.925",94,"investigation"
"267baaa8-c16d-4475-b687-36da76c0112e","b78d3907-8321-425a-86bd-0b784f952c40","2025-06-19 23:16:28.627",2520,"investigation"
"02e450e1-0d54-4ebc-907b-ecea6b931e8c","9834c3e7-90e8-4711-99ea-9d8f44dea00b","2025-06-19 23:29:14.955",2520,"Test"
"eb2ae850-fb26-48dc-8b96-d2a31c9794e1","9834c3e7-90e8-4711-99ea-9d8f44dea00b","2025-06-19 23:32:16.541",2522,"Investigation"
"be3e0f7d-05ba-4e85-ad9a-8befcbfb1951","5a867e0e-f6bf-436a-8a87-57eb99da1f4b","2025-06-19 23:51:35.613",135,"INV"
"4b0b5795-a7d1-4b08-98dd-fcd39dd93459","46532411-116c-4626-a156-8f311976c8b9","2025-06-19 23:52:19.876",2522,"inv"
"738d9a25-1bb2-4b7d-9ee2-2ade748d3a0a","5a867e0e-f6bf-436a-8a87-57eb99da1f4b","2025-06-20 00:02:55.596",2522,"INV"
"75ec83de-2105-4073-892c-362118982fb9","82b3ee30-b6fb-4f19-9834-f658b1f1144a","2025-06-20 00:07:17.445",85242,"investigation"
"a5560f9b-1789-4369-ba46-7ae882026dd1","14575771-5a1a-458d-a2d9-b43b9a1e93bf","2025-06-20 01:41:45.571",94,"investigation"
"85838e81-bc63-400a-9a91-e9bbffb1abfb","0637141a-c81a-4f61-970b-336114802e73","2025-06-20 01:45:38.727",2522,"investigative"
